frame,time_seconds,left_x,left_z,right_x,right_z,player_x,player_y,player_z
313,5.216680,0.707107,-0.707107,0.000000,0.000000,-16.961216,6.548498,-0.491970
314,5.233346,0.707107,-0.707107,0.000000,0.000000,-17.022038,6.578701,-0.519264
315,5.250013,0.707107,-0.707107,0.000000,0.000000,-17.082857,6.608849,-0.546560
316,5.266680,0.707107,-0.707107,0.000000,0.000000,-17.143677,6.638898,-0.573858
317,5.283347,0.707107,-0.707107,0.000000,0.000000,-17.204494,6.668803,-0.601158
318,5.300014,0.707107,-0.707107,0.000000,0.000000,-17.265312,6.698509,-0.628460
319,5.316681,0.707107,-0.707107,0.000000,0.000000,-17.326128,6.727963,-0.655764
320,5.333348,0.707107,-0.707107,0.000000,0.000000,-17.386944,6.757106,-0.683070
321,5.350015,0.707107,-0.707107,0.000000,0.000000,-17.447760,6.785878,-0.710378
322,5.366682,0.707107,-0.707107,0.000000,0.000000,-17.508575,6.814219,-0.737688
323,5.383348,0.707107,-0.707107,0.000000,0.000000,-17.569389,6.842065,-0.764999
324,5.400015,0.707107,-0.707107,0.000000,0.000000,-17.630205,6.869357,-0.792311
325,5.416682,0.707107,-0.707107,0.000000,0.000000,-17.691019,6.896033,-0.819626
326,5.433349,0.707107,-0.707107,0.000000,0.000000,-17.751831,6.922037,-0.846941
327,5.450016,0.707107,-0.707107,0.000000,0.000000,-17.812643,6.947311,-0.874258
328,5.466683,0.707107,-0.707107,0.000000,0.000000,-17.873457,6.971806,-0.901575
329,5.483350,0.707107,-0.707107,0.000000,0.000000,-17.934269,6.995469,-0.928894
330,5.500017,0.707107,-0.707107,0.000000,0.000000,-17.995079,7.018251,-0.956214
331,5.516684,0.707107,-0.707107,0.000000,0.000000,-18.055889,7.040106,-0.983535
332,5.533350,0.707107,-0.707107,0.000000,0.000000,-18.116699,7.060987,-1.010856
333,5.550017,0.707107,-0.707107,0.000000,0.000000,-18.177509,7.080852,-1.038178
334,5.566684,0.707107,-0.707107,0.000000,0.000000,-18.238319,7.099662,-1.065501
335,5.583351,0.707107,-0.707107,0.000000,0.000000,-18.299129,7.117384,-1.092825
336,5.600018,0.707107,-0.707107,0.000000,0.000000,-18.359938,7.133988,-1.120149
337,5.616685,0.707107,-0.707107,0.000000,0.000000,-18.420748,7.149453,-1.147474
338,5.633352,0.707107,-0.707107,0.000000,0.000000,-18.481556,7.163758,-1.174800
339,5.650019,0.707107,-0.707107,0.000000,0.000000,-18.542364,7.176893,-1.202126
340,5.666686,0.707107,-0.707107,0.000000,0.000000,-18.603172,7.188849,-1.229453
341,5.683352,0.707107,-0.707107,0.000000,0.000000,-18.663980,7.199622,-1.256780
342,5.700019,0.707107,-0.707107,0.000000,0.000000,-18.724789,7.209211,-1.284108
343,5.716686,0.707107,-0.707107,0.000000,0.000000,-18.785595,7.217621,-1.311436
344,5.733353,0.707107,-0.707107,0.000000,0.000000,-18.846401,7.224860,-1.338764
345,5.750020,0.707107,-0.707107,0.000000,0.000000,-18.907207,7.230939,-1.366093
346,5.766687,0.707107,-0.707107,0.000000,0.000000,-18.968016,7.235874,-1.393422
347,5.783354,0.707107,-0.707107,0.000000,0.000000,-19.028822,7.239682,-1.420751
348,5.800021,0.000000,-1.000000,0.000000,0.000000,-19.089628,7.242385,-1.448081
349,5.816688,0.000000,-1.000000,0.000000,0.000000,-19.150425,7.244007,-1.475276
350,5.833354,0.000000,-1.000000,0.000000,0.000000,-19.211199,7.244575,-1.502213
351,5.850021,0.000000,-1.000000,0.000000,0.000000,-19.271936,7.244118,-1.528663
352,5.866688,0.000000,-1.000000,0.000000,0.000000,-19.332619,7.242671,-1.554440
353,5.883355,0.000000,-1.000000,0.000000,0.000000,-19.393236,7.240265,-1.579389
354,5.900022,0.000000,-1.000000,0.000000,0.000000,-19.453781,7.236938,-1.603383
355,5.916689,0.000000,-1.000000,0.000000,0.000000,-19.514250,7.232724,-1.626324
356,5.933356,0.000000,-1.000000,0.000000,0.000000,-19.574642,7.227661,-1.648134
357,5.950023,0.000000,-1.000000,0.000000,0.000000,-19.634956,7.221784,-1.668753
358,5.966690,0.000000,-1.000000,0.000000,0.000000,-19.695200,7.215130,-1.688138
359,5.983356,0.000000,-1.000000,0.000000,0.000000,-19.755373,7.207736,-1.706262
360,6.000023,0.000000,-1.000000,0.000000,0.000000,-19.815481,7.199640,-1.723106
361,6.016690,0.000000,-1.000000,0.000000,0.000000,-19.875536,7.190878,-1.738663
362,6.033357,0.000000,-1.000000,0.000000,0.000000,-19.935545,7.181490,-1.752934
363,6.050024,0.000000,-1.000000,0.000000,0.000000,-19.995518,7.171515,-1.765927
364,6.066691,0.000000,-1.000000,0.000000,0.000000,-20.055462,7.160991,-1.777656
365,6.083358,0.000000,-1.000000,0.000000,0.000000,-20.115387,7.149959,-1.788139
366,6.100025,0.000000,-1.000000,0.000000,0.000000,-20.175304,7.138461,-1.797399
367,6.116692,0.000000,-1.000000,0.000000,0.000000,-20.235222,7.126537,-1.805459
368,6.133358,0.000000,-1.000000,0.000000,0.000000,-20.295151,7.114233,-1.812349
369,6.150025,0.000000,-1.000000,0.000000,0.000000,-20.355099,7.101589,-1.818098
370,6.166692,0.000000,-1.000000,0.000000,0.000000,-20.415075,7.088652,-1.822736
371,6.183359,0.000000,-1.000000,0.000000,0.000000,-20.475088,7.075466,-1.826294
372,6.200026,0.000000,-1.000000,0.000000,0.000000,-20.535145,7.062078,-1.828806
373,6.216693,0.000000,-1.000000,0.000000,0.000000,-20.595251,7.048538,-1.830303
374,6.233360,0.000000,-1.000000,0.000000,0.000000,-20.655413,7.034894,-1.830819
375,6.250027,0.000000,-1.000000,0.000000,0.000000,-20.715639,7.021195,-1.830385
376,6.266694,0.000000,-1.000000,0.000000,0.000000,-20.775930,7.007490,-1.829034
377,6.283360,0.000000,-1.000000,0.000000,0.000000,-20.836292,6.993826,-1.826798
378,6.300027,0.000000,-1.000000,0.000000,0.000000,-20.896729,6.980246,-1.823708
379,6.316694,0.000000,-1.000000,0.000000,0.000000,-20.957241,6.966793,-1.819794
380,6.333361,0.000000,-1.000000,0.000000,0.000000,-21.017834,6.953506,-1.815087
381,6.350028,0.000000,-1.000000,0.000000,0.000000,-21.078506,6.940426,-1.809616
382,6.366695,0.000000,-1.000000,0.000000,0.000000,-21.139261,6.927587,-1.803409
383,6.383362,0.000000,-1.000000,0.000000,0.000000,-21.200098,6.915024,-1.796494
384,6.400029,0.000000,-1.000000,0.000000,0.000000,-21.261019,6.902770,-1.788898
385,6.416696,0.000000,-1.000000,0.000000,0.000000,-21.322021,6.890857,-1.780647
386,6.433362,0.000000,0.000000,0.000000,0.000000,-21.383104,6.879315,-1.771765
387,6.450029,0.000000,0.000000,0.000000,0.000000,-21.444059,6.868172,-1.762347
388,6.466696,0.000000,0.000000,0.000000,0.000000,-21.504686,6.857456,-1.752476
389,6.483363,0.000000,0.000000,0.000000,0.000000,-21.564632,6.847190,-1.742290
390,6.500030,0.000000,0.000000,0.000000,0.000000,-21.623602,6.837396,-1.731909
391,6.516697,0.000000,0.000000,0.000000,0.000000,-21.681353,6.828094,-1.721431
392,6.533364,0.000000,0.000000,0.000000,0.000000,-21.737690,6.819303,-1.710942
393,6.550031,0.000000,0.000000,0.000000,0.000000,-21.792456,6.811035,-1.700515
394,6.566698,0.000000,0.000000,0.000000,0.000000,-21.845531,6.803305,-1.690209
395,6.583364,0.000000,0.000000,0.000000,0.000000,-21.896824,6.796124,-1.680075
396,6.600031,0.000000,0.000000,0.000000,0.000000,-21.946272,6.789504,-1.670154
397,6.616698,0.000000,0.000000,0.000000,0.000000,-21.993832,6.783449,-1.660479
398,6.633365,0.000000,0.000000,0.000000,0.000000,-22.039480,6.777967,-1.651077
399,6.650032,0.000000,0.000000,0.000000,0.000000,-22.083212,6.773063,-1.641966
400,6.666699,0.000000,0.000000,0.000000,0.000000,-22.125034,6.768736,-1.633164
401,6.683366,0.000000,0.000000,0.000000,0.000000,-22.164967,6.764987,-1.624680
402,6.700033,0.000000,0.000000,0.000000,0.000000,-22.203041,6.761813,-1.616521
403,6.716700,0.000000,0.000000,0.000000,0.000000,-22.239290,6.759210,-1.608691
404,6.733366,0.000000,0.000000,0.000000,0.000000,-22.273758,6.757170,-1.601191
405,6.750033,0.000000,0.000000,0.000000,0.000000,-22.306494,6.755685,-1.594019
406,6.766700,0.000000,0.000000,0.000000,0.000000,-22.337549,6.754744,-1.587173
407,6.783367,0.000000,0.000000,0.000000,0.000000,-22.366982,6.754333,-1.580646
408,6.800034,0.000000,0.000000,0.000000,0.000000,-22.394848,6.754437,-1.574432
409,6.816701,0.000000,0.000000,0.000000,0.000000,-22.421207,6.755040,-1.568524
410,6.833368,0.000000,0.000000,0.000000,0.000000,-22.446119,6.756124,-1.562914
411,6.850035,0.000000,0.000000,0.000000,0.000000,-22.469643,6.757671,-1.557592
412,6.866702,0.000000,0.000000,0.000000,0.000000,-22.491838,6.759660,-1.552548
413,6.883368,0.000000,0.000000,0.000000,0.000000,-22.512768,6.762071,-1.547774
414,6.900035,0.000000,0.000000,0.000000,0.000000,-22.532490,6.764882,-1.543258
415,6.916702,0.000000,0.000000,0.000000,0.000000,-22.551060,6.768073,-1.538990
416,6.933369,0.000000,0.000000,0.000000,0.000000,-22.568535,6.771622,-1.534960
417,6.950036,0.000000,0.000000,0.000000,0.000000,-22.584970,6.775508,-1.531158
418,6.966703,0.000000,0.000000,0.000000,0.000000,-22.600418,6.779709,-1.527573
419,6.983370,0.000000,0.000000,0.000000,0.000000,-22.614929,6.784204,-1.524195
420,7.000037,0.000000,0.000000,0.000000,0.000000,-22.628555,6.788972,-1.521015
421,7.016704,0.000000,0.000000,0.000000,0.000000,-22.641344,6.793991,-1.518022
422,7.033370,0.000000,0.000000,0.000000,0.000000,-22.653339,6.799242,-1.515208
423,7.050037,0.000000,0.000000,0.000000,0.000000,-22.664587,6.804701,-1.512563
424,7.066704,0.000000,0.000000,0.000000,0.000000,-22.675127,6.810349,-1.510078
425,7.083371,0.000000,0.000000,0.000000,0.000000,-22.685003,6.816163,-1.507744
426,7.100038,0.000000,0.000000,0.000000,0.000000,-22.694250,6.822122,-1.505555
427,7.116705,0.000000,0.000000,0.000000,0.000000,-22.702906,6.828205,-1.503501
428,7.133372,0.000000,0.000000,0.000000,0.000000,-22.711006,6.834388,-1.501576
429,7.150039,0.000000,0.000000,0.000000,0.000000,-22.718582,6.840650,-1.499771
430,7.166706,0.000000,0.000000,0.000000,0.000000,-22.725666,6.846967,-1.498080
431,7.183372,0.000000,0.000000,0.000000,0.000000,-22.732288,6.853319,-1.496497
432,7.200039,0.000000,0.000000,0.000000,0.000000,-22.738478,6.859682,-1.495016
433,7.216706,0.000000,0.000000,0.000000,0.000000,-22.744259,6.866035,-1.493629
434,7.233373,0.000000,0.000000,0.000000,0.000000,-22.749659,6.872356,-1.492332
435,7.250040,0.000000,0.000000,0.000000,0.000000,-22.754700,6.878628,-1.491119
