frame,time_seconds,left_x,left_z,right_x,right_z,player_x,player_y,player_z
94,1.566666,-1.000000,0.000000,-1.000000,0.000000,-4.060675,0.835836,0.848191
95,1.583333,-1.000000,0.000000,-1.000000,0.000000,-4.113188,0.822479,0.880613
96,1.599999,-1.000000,0.000000,-1.000000,0.000000,-4.165795,0.811008,0.913045
97,1.616666,-1.000000,0.000000,-1.000000,0.000000,-4.218543,0.801407,0.945400
98,1.633332,-1.000000,0.000000,-1.000000,0.000000,-4.271471,0.800000,0.977619
99,1.649999,-1.000000,0.000000,-1.000000,0.000000,-4.324608,0.800000,1.009662
100,1.666666,-1.000000,0.000000,-1.000000,0.000000,-4.377976,0.800000,1.041510
101,1.683332,-1.000000,0.000000,-1.000000,0.000000,-4.431586,0.800000,1.073156
102,1.699999,-1.000000,0.000000,-1.000000,0.000000,-4.485446,0.800000,1.104608
103,1.716666,-1.000000,0.000000,-1.000000,0.000000,-4.539554,0.800834,1.135882
104,1.733332,-1.000000,0.000000,-1.000000,0.000000,-4.593904,0.803228,1.167004
105,1.749999,-1.000000,0.000000,-1.000000,0.000000,-4.648484,0.807123,1.198007
106,1.766666,-1.000000,0.000000,-1.000000,0.000000,-4.703278,0.812460,1.228926
107,1.783332,-1.000000,0.000000,-1.000000,0.000000,-4.758264,0.819181,1.259804
108,1.799999,-1.000000,0.000000,-1.000000,0.000000,-4.813416,0.827226,1.290684
109,1.816666,-0.707107,-0.707107,-1.000000,0.000000,-4.868703,0.836540,1.321612
110,1.833332,-0.707107,-0.707107,-1.000000,0.000000,-4.924127,0.847068,1.352507
111,1.849999,-0.707107,-0.707107,-1.000000,0.000000,-4.979683,0.858757,1.383304
112,1.866666,-0.707107,-0.707107,-1.000000,0.000000,-5.035397,0.871555,1.413839
113,1.883332,-0.707107,-0.707107,-1.000000,0.000000,-5.091289,0.885415,1.443989
114,1.899999,-0.707107,-0.707107,-1.000000,0.000000,-5.147379,0.900288,1.473666
115,1.916666,-0.707107,-0.707107,-1.000000,0.000000,-5.203683,0.916130,1.502809
116,1.933332,-0.707107,-0.707107,-1.000000,0.000000,-5.260217,0.932893,1.531381
117,1.949999,-0.707107,-0.707107,-1.000000,0.000000,-5.316989,0.950536,1.559367
118,1.966666,-0.707107,-0.707107,-1.000000,0.000000,-5.374010,0.969016,1.586769
119,1.983332,-0.707107,-0.707107,-1.000000,0.000000,-5.431128,0.988907,1.613381
120,1.999999,-0.707107,-0.707107,-1.000000,0.000000,-5.487903,1.011909,1.638725
121,2.016665,-0.707107,-0.707107,-1.000000,0.000000,-5.545312,1.034131,1.664098
122,2.033332,-0.707107,-0.707107,-1.000000,0.000000,-5.603343,1.055573,1.689426
123,2.049999,-0.707107,-0.707107,-1.000000,0.000000,-5.661614,1.077664,1.714347
124,2.066665,-0.707107,-0.707107,-1.000000,0.000000,-5.720116,1.100371,1.738916
125,2.083332,-0.707107,-0.707107,-1.000000,0.000000,-5.778832,1.123661,1.763192
126,2.099999,-0.707107,-0.707107,-1.000000,0.000000,-5.837746,1.147504,1.787237
127,2.116665,-0.707107,-0.707107,-1.000000,0.000000,-5.896836,1.171869,1.811113
128,2.133332,-0.707107,-0.707107,-1.000000,0.000000,-5.956079,1.196727,1.834884
129,2.149999,-0.707107,-0.707107,-1.000000,0.000000,-6.015446,1.222049,1.858614
130,2.166665,-0.707107,-0.707107,-1.000000,0.000000,-6.074909,1.247809,1.882366
131,2.183332,-0.707107,-0.707107,-1.000000,0.000000,-6.134434,1.273979,1.906202
132,2.199999,-0.707107,-0.707107,-1.000000,0.000000,-6.193988,1.300535,1.930183
133,2.216665,-0.707107,-0.707107,-1.000000,0.000000,-6.253534,1.327452,1.954368
134,2.233332,-0.707107,-0.707107,-1.000000,0.000000,-6.313032,1.354704,1.978815
135,2.249999,-0.707107,-0.707107,-1.000000,0.000000,-6.372441,1.382268,2.003577
136,2.266665,-0.707107,-0.707107,-1.000000,0.000000,-6.431720,1.410119,2.028708
137,2.283332,-0.707107,-0.707107,-1.000000,0.000000,-6.490825,1.438234,2.054258
138,2.299999,-0.707107,-0.707107,-1.000000,0.000000,-6.549709,1.466590,2.080274
139,2.316665,-0.707107,-0.707107,-1.000000,0.000000,-6.608327,1.495165,2.106799
140,2.333332,-0.707107,-0.707107,-1.000000,0.000000,-6.666632,1.523938,2.133876
141,2.349998,-0.707107,-0.707107,-1.000000,0.000000,-6.724576,1.552886,2.161544
142,2.366665,-0.707107,-0.707107,-1.000000,0.000000,-6.782109,1.581984,2.189838
143,2.383332,0.000000,-1.000000,-1.000000,0.000000,-6.839185,1.611197,2.218791
144,2.399998,0.000000,-1.000000,-1.000000,0.000000,-6.895837,1.640511,2.248334
145,2.416665,0.707107,-0.707107,-1.000000,0.000000,-6.952099,1.669908,2.278407
146,2.433332,0.707107,-0.707107,0.000000,0.000000,-7.008045,1.699391,2.308736
147,2.449998,0.707107,-0.707107,0.000000,0.000000,-7.063737,1.728960,2.339087
148,2.466665,0.707107,-0.707107,0.000000,0.000000,-7.119205,1.758618,2.369143
149,2.483332,0.707107,-0.707107,0.000000,0.000000,-7.174477,1.788363,2.398643
150,2.499998,0.707107,-0.707107,0.000000,0.000000,-7.229578,1.818190,2.427372
151,2.516665,0.707107,-0.707107,0.000000,0.000000,-7.284534,1.848090,2.455150
152,2.533332,0.707107,-0.707107,0.000000,0.000000,-7.339368,1.878052,2.481836
153,2.549998,0.707107,-0.707107,0.000000,0.000000,-7.394102,1.908064,2.507315
154,2.566665,0.707107,-0.707107,0.000000,0.000000,-7.448756,1.938119,2.531499
155,2.583332,0.707107,-0.707107,0.000000,0.000000,-7.503352,1.968207,2.554322
156,2.599998,0.707107,-0.707107,0.000000,0.000000,-7.557910,1.998322,2.575735
157,2.616665,0.707107,-0.707107,0.000000,0.000000,-7.612451,2.028458,2.595706
158,2.633332,0.707107,-0.707107,0.000000,0.000000,-7.666992,2.058613,2.614217
159,2.649998,0.707107,-0.707107,0.000000,0.000000,-7.721552,2.088784,2.631262
160,2.666665,0.707107,-0.707107,0.000000,0.000000,-7.776150,2.118968,2.646842
161,2.683331,0.707107,-0.707107,0.000000,0.000000,-7.830801,2.149159,2.660969
162,2.699998,0.707107,-0.707107,0.000000,0.000000,-7.885524,2.179347,2.673658
163,2.716665,0.707107,-0.707107,0.000000,0.000000,-7.940331,2.209517,2.684934
164,2.733331,0.707107,-0.707107,0.000000,0.000000,-7.995239,2.239654,2.694821
165,2.749998,0.707107,-0.707107,0.000000,0.000000,-8.050260,2.269734,2.703349
166,2.766665,0.707107,-0.707107,0.000000,0.000000,-8.105405,2.299736,2.710552
167,2.783331,0.707107,-0.707107,0.000000,0.000000,-8.160687,2.329633,2.716462
168,2.799998,0.707107,-0.707107,0.000000,0.000000,-8.216114,2.359401,2.721117
169,2.816665,0.707107,-0.707107,0.000000,0.000000,-8.271695,2.389011,2.724551
170,2.833331,0.707107,-0.707107,0.000000,0.000000,-8.327438,2.418435,2.726804
171,2.849998,0.707107,-0.707107,0.000000,0.000000,-8.383349,2.447642,2.727911
172,2.866665,0.707107,-0.707107,0.000000,0.000000,-8.439433,2.476600,2.727910
173,2.883331,0.707107,-0.707107,0.000000,0.000000,-8.495695,2.505275,2.726838
174,2.899998,0.707107,-0.707107,0.000000,0.000000,-8.552137,2.533631,2.724732
175,2.916665,0.707107,-0.707107,0.000000,0.000000,-8.608762,2.561636,2.721628
176,2.933331,0.707107,-0.707107,0.000000,0.000000,-8.665570,2.589258,2.717561
177,2.949998,0.707107,-0.707107,0.000000,0.000000,-8.722562,2.616465,2.712565
178,2.966665,0.707107,-0.707107,0.000000,0.000000,-8.779737,2.643232,2.706674
179,2.983331,0.707107,-0.707107,0.000000,0.000000,-8.837092,2.669533,2.699922
180,2.999998,0.707107,-0.707107,0.000000,0.000000,-8.894629,2.695407,2.692341
181,3.016665,0.707107,-0.707107,0.000000,0.000000,-8.952343,2.720891,2.683961
182,3.033331,0.707107,-0.707107,0.000000,0.000000,-9.010232,2.746074,2.674812
183,3.049998,0.707107,-0.707107,0.000000,0.000000,-9.068292,2.771032,2.664924
184,3.066664,0.707107,-0.707107,0.000000,0.000000,-9.126519,2.795830,2.654325
185,3.083331,0.707107,-0.707107,0.000000,0.000000,-9.184909,2.820526,2.643043
186,3.099998,0.707107,-0.707107,0.000000,0.000000,-9.243457,2.845166,2.631103
187,3.116664,0.707107,-0.707107,0.000000,0.000000,-9.302157,2.869794,2.618532
188,3.133331,0.707107,-0.707107,0.000000,0.000000,-9.361007,2.894444,2.605354
189,3.149998,0.707107,-0.707107,0.000000,0.000000,-9.419997,2.919145,2.591592
190,3.166664,0.707107,-0.707107,0.000000,0.000000,-9.479126,2.943923,2.577271
191,3.183331,0.707107,-0.707107,0.000000,0.000000,-9.538386,2.968800,2.562411
192,3.199998,0.707107,-0.707107,0.000000,0.000000,-9.597773,2.993793,2.547035
193,3.216664,0.707107,-0.707107,0.000000,0.000000,-9.657281,3.018916,2.531163
194,3.233331,0.707107,-0.707107,0.000000,0.000000,-9.716904,3.044181,2.514814
195,3.249998,0.707107,-0.707107,0.000000,0.000000,-9.776635,3.069596,2.498008
196,3.266664,0.707107,-0.707107,0.000000,0.000000,-9.836473,3.095168,2.480763
197,3.283331,0.707107,-0.707107,0.000000,0.000000,-9.896407,3.120901,2.463097
198,3.299998,0.707107,-0.707107,0.000000,0.000000,-9.956436,3.146800,2.445027
199,3.316664,0.707107,-0.707107,0.000000,0.000000,-10.016554,3.172864,2.426569
200,3.333331,0.707107,-0.707107,0.000000,0.000000,-10.076754,3.199095,2.407738
201,3.349998,0.707107,-0.707107,0.000000,0.000000,-10.137032,3.225489,2.388551
202,3.366664,0.707107,-0.707107,0.000000,0.000000,-10.197383,3.252045,2.369021
203,3.383331,0.707107,-0.707107,0.000000,0.000000,-10.257804,3.278758,2.349162
204,3.399997,0.707107,-0.707107,0.000000,0.000000,-10.318289,3.305623,2.328989
205,3.416664,0.707107,-0.707107,0.000000,0.000000,-10.378835,3.332635,2.308513
206,3.433331,0.707107,-0.707107,0.000000,0.000000,-10.439437,3.359787,2.287748
207,3.449997,0.707107,-0.707107,0.000000,0.000000,-10.500092,3.387072,2.266706
208,3.466664,0.707107,-0.707107,0.000000,0.000000,-10.560794,3.414479,2.245397
209,3.483331,0.707107,-0.707107,0.000000,0.000000,-10.621542,3.441995,2.223832
210,3.499997,0.707107,-0.707107,0.000000,0.000000,-10.682331,3.469605,2.202024
211,3.516664,0.707107,-0.707107,0.000000,0.000000,-10.743157,3.497296,2.179980
212,3.533331,0.707107,-0.707107,0.000000,0.000000,-10.804019,3.525057,2.157712
213,3.549997,0.707107,-0.707107,0.000000,0.000000,-10.864912,3.552877,2.135229
214,3.566664,0.707107,-0.707107,0.000000,0.000000,-10.925835,3.580745,2.112539
215,3.583331,0.707107,-0.707107,0.000000,0.000000,-10.986783,3.608651,2.089651
216,3.599997,0.707107,-0.707107,0.000000,0.000000,-11.047755,3.636582,2.066574
217,3.616664,0.707107,-0.707107,0.000000,0.000000,-11.108748,3.664526,2.043315
218,3.633331,0.707107,-0.707107,0.000000,0.000000,-11.169763,3.692473,2.019883
219,3.649997,0.707107,-0.707107,0.000000,0.000000,-11.230794,3.720412,1.996283
220,3.666664,0.707107,-0.707107,0.000000,0.000000,-11.291840,3.748338,1.972525
221,3.683331,0.707107,-0.707107,0.000000,0.000000,-11.352899,3.776253,1.948613
222,3.699997,0.707107,-0.707107,0.000000,0.000000,-11.413969,3.804163,1.924555
223,3.716664,0.707107,-0.707107,0.000000,0.000000,-11.475049,3.832084,1.900356
224,3.733330,0.707107,-0.707107,0.000000,0.000000,-11.536138,3.860035,1.876024
225,3.749997,0.707107,-0.707107,0.000000,0.000000,-11.597234,3.888034,1.851562
226,3.766664,0.707107,-0.707107,0.000000,0.000000,-11.658335,3.916100,1.826978
227,3.783330,0.707107,-0.707107,0.000000,0.000000,-11.719442,3.944249,1.802276
228,3.799997,0.707107,-0.707107,0.000000,0.000000,-11.780553,3.972496,1.777460
229,3.816664,0.707107,-0.707107,0.000000,0.000000,-11.841666,4.000853,1.752537
230,3.833330,0.707107,-0.707107,0.000000,0.000000,-11.902781,4.029328,1.727509
231,3.849997,0.707107,-0.707107,0.000000,0.000000,-11.963896,4.057930,1.702383
232,3.866664,0.707107,-0.707107,0.000000,0.000000,-12.025011,4.086660,1.677162
233,3.883330,0.707107,-0.707107,0.000000,0.000000,-12.086126,4.115522,1.651850
234,3.899997,0.707107,-0.707107,0.000000,0.000000,-12.147239,4.144516,1.626451
235,3.916664,0.707107,-0.707107,0.000000,0.000000,-12.208349,4.173638,1.600968
236,3.933330,0.707107,-0.707107,0.000000,0.000000,-12.269458,4.202881,1.575406
237,3.949997,0.707107,-0.707107,0.000000,0.000000,-12.330563,4.232237,1.549767
238,3.966664,0.707107,-0.707107,0.000000,0.000000,-12.391664,4.261697,1.524056
239,3.983330,0.707107,-0.707107,0.000000,0.000000,-12.452761,4.291252,1.498274
240,3.999997,0.707107,-0.707107,0.000000,0.000000,-12.513854,4.320895,1.472425
241,4.016664,0.707107,-0.707107,0.000000,0.000000,-12.574943,4.350619,1.446513
242,4.033330,0.707107,-0.707107,0.000000,0.000000,-12.636026,4.380417,1.420538
243,4.049997,0.707107,-0.707107,0.000000,0.000000,-12.697106,4.410286,1.394505
244,4.066664,0.707107,-0.707107,0.000000,0.000000,-12.758181,4.440222,1.368416
245,4.083331,0.707107,-0.707107,0.000000,0.000000,-12.819249,4.470224,1.342273
246,4.099998,0.707107,-0.707107,0.000000,0.000000,-12.880312,4.500290,1.316078
247,4.116665,0.707107,-0.707107,0.000000,0.000000,-12.941369,4.530419,1.289834
248,4.133332,0.707107,-0.707107,0.000000,0.000000,-13.002420,4.560614,1.263542
249,4.149999,0.707107,-0.707107,0.000000,0.000000,-13.063466,4.590873,1.237206
250,4.166666,0.707107,-0.707107,0.000000,0.000000,-13.124506,4.621199,1.210826
251,4.183332,0.707107,-0.707107,0.000000,0.000000,-13.185540,4.651592,1.184404
252,4.199999,0.707107,-0.707107,0.000000,0.000000,-13.246568,4.682053,1.157943
253,4.216666,0.707107,-0.707107,0.000000,0.000000,-13.307590,4.712584,1.131444
254,4.233333,0.707107,-0.707107,0.000000,0.000000,-13.368607,4.743184,1.104908
255,4.250000,0.707107,-0.707107,0.000000,0.000000,-13.429617,4.773853,1.078338
256,4.266667,0.707107,-0.707107,0.000000,0.000000,-13.490622,4.804588,1.051734
257,4.283334,0.707107,-0.707107,0.000000,0.000000,-13.551620,4.835383,1.025098
258,4.300001,0.707107,-0.707107,0.000000,0.000000,-13.612613,4.866231,0.998432
259,4.316668,0.707107,-0.707107,0.000000,0.000000,-13.673600,4.897122,0.971736
260,4.333334,0.707107,-0.707107,0.000000,0.000000,-13.734582,4.928048,0.945013
261,4.350001,0.707107,-0.707107,0.000000,0.000000,-13.795559,4.959002,0.918262
262,4.366668,0.707107,-0.707107,0.000000,0.000000,-13.856529,4.989976,0.891486
263,4.383335,0.707107,-0.707107,0.000000,0.000000,-13.917495,5.020967,0.864685
264,4.400002,0.707107,-0.707107,0.000000,0.000000,-13.978456,5.051967,0.837861
265,4.416669,0.707107,-0.707107,0.000000,0.000000,-14.039411,5.082972,0.811015
266,4.433336,0.707107,-0.707107,0.000000,0.000000,-14.100361,5.113973,0.784146
267,4.450003,0.707107,-0.707107,0.000000,0.000000,-14.161306,5.144968,0.757257
268,4.466670,0.707107,-0.707107,0.000000,0.000000,-14.222247,5.175951,0.730349
269,4.483336,0.707107,-0.707107,0.000000,0.000000,-14.283183,5.206921,0.703421
270,4.500003,0.707107,-0.707107,0.000000,0.000000,-14.344114,5.237875,0.676476
271,4.516670,0.707107,-0.707107,0.000000,0.000000,-14.405042,5.268815,0.649512
272,4.533337,0.707107,-0.707107,0.000000,0.000000,-14.465963,5.299739,0.622533
273,4.550004,0.707107,-0.707107,0.000000,0.000000,-14.526881,5.330649,0.595537
274,4.566671,0.707107,-0.707107,0.000000,0.000000,-14.587795,5.361547,0.568527
275,4.583338,0.707107,-0.707107,0.000000,0.000000,-14.648705,5.392434,0.541501
276,4.600005,0.707107,-0.707107,0.000000,0.000000,-14.709611,5.423311,0.514462
277,4.616672,0.707107,-0.707107,0.000000,0.000000,-14.770513,5.454178,0.487409
278,4.633338,0.707107,-0.707107,0.000000,0.000000,-14.831410,5.485035,0.460343
279,4.650005,0.707107,-0.707107,0.000000,0.000000,-14.892305,5.515878,0.433266
280,4.666672,0.707107,-0.707107,0.000000,0.000000,-14.953197,5.546702,0.406176
281,4.683339,0.707107,-0.707107,0.000000,0.000000,-15.014084,5.577505,0.379075
282,4.700006,0.707107,-0.707107,0.000000,0.000000,-15.074968,5.608282,0.351964
283,4.716673,0.707107,-0.707107,0.000000,0.000000,-15.135849,5.639030,0.324842
284,4.733340,0.707107,-0.707107,0.000000,0.000000,-15.196727,5.669744,0.297710
285,4.750007,0.707107,-0.707107,0.000000,0.000000,-15.257602,5.700424,0.270569
286,4.766674,0.707107,-0.707107,0.000000,0.000000,-15.318474,5.731066,0.243419
287,4.783340,0.707107,-0.707107,0.000000,0.000000,-15.379343,5.761671,0.216260
288,4.800007,0.707107,-0.707107,0.000000,0.000000,-15.440209,5.792236,0.189092
289,4.816674,0.707107,-0.707107,0.000000,0.000000,-15.501074,5.822763,0.161917
290,4.833341,0.707107,-0.707107,0.000000,0.000000,-15.561935,5.853251,0.134734
291,4.850008,0.707107,-0.707107,0.000000,0.000000,-15.622794,5.883700,0.107544
292,4.866675,0.707107,-0.707107,0.000000,0.000000,-15.683652,5.914113,0.080347
293,4.883342,0.707107,-0.707107,0.000000,0.000000,-15.744507,5.944490,0.053143
294,4.900009,0.707107,-0.707107,0.000000,0.000000,-15.805358,5.974835,0.025933
295,4.916676,0.707107,-0.707107,0.000000,0.000000,-15.866208,6.005151,-0.001284
296,4.933342,0.707107,-0.707107,0.000000,0.000000,-15.927055,6.035439,-0.028506
297,4.950009,0.707107,-0.707107,0.000000,0.000000,-15.987901,6.065707,-0.055733
298,4.966676,0.707107,-0.707107,0.000000,0.000000,-16.048744,6.095955,-0.082966
299,4.983343,0.707107,-0.707107,0.000000,0.000000,-16.109587,6.126186,-0.110204
300,5.000010,0.707107,-0.707107,0.000000,0.000000,-16.170427,6.156401,-0.137447
301,5.016677,0.707107,-0.707107,0.000000,0.000000,-16.231266,6.186599,-0.164695
302,5.033344,0.707107,-0.707107,0.000000,0.000000,-16.292103,6.216780,-0.191947
303,5.050011,0.707107,-0.707107,0.000000,0.000000,-16.352940,6.246943,-0.219203
304,5.066678,0.707107,-0.707107,0.000000,0.000000,-16.413773,6.277086,-0.246464
305,5.083344,0.707107,-0.707107,0.000000,0.000000,-16.474606,6.307213,-0.273728
306,5.100011,0.707107,-0.707107,0.000000,0.000000,-16.535437,6.337328,-0.300997
307,5.116678,0.707107,-0.707107,0.000000,0.000000,-16.596268,6.367440,-0.328269
308,5.133345,0.707107,-0.707107,0.000000,0.000000,-16.657095,6.397559,-0.355545
309,5.150012,0.707107,-0.707107,0.000000,0.000000,-16.717922,6.427697,-0.382824
310,5.166679,0.707107,-0.707107,0.000000,0.000000,-16.778748,6.457862,-0.410106
311,5.183346,0.707107,-0.707107,0.000000,0.000000,-16.839571,6.488056,-0.437391
312,5.200013,0.707107,-0.707107,0.000000,0.000000,-16.900394,6.518274,-0.464680
